,CO_CNES,NO_FANTASIA,MUNICIPIO
2034,6651712,DEPARTAMENTO DE VIGILANCIA SANITARIA,JURIPIRANGA
2035,6413021,CENTRAL DE REGULACAO MUNICIPAL,JURIPIRANGA
2036,2608685,UNIDADE BASICA DE SAUDE DA FAMILIA CARLY ARAUJO,JURIPIRANGA
2037,6087809,CEO ROSELIA MACHADO LEITE COSTA,JURIPIRANGA
2038,2608669,UNIDADE BASICA DE SAUDE MARIA LUZAMIRIA DINIZ LIMA,JURIPIRANGA
2039,7091907,LABORATORIO DE PROTESE DENTARIA DE JURIPIRANGA,JURIPIRANGA
2040,9257462,SECRETARIA DE SAUDE DE JURIPIRANGA,JURIPIRANGA
2041,2363771,UNIDADE BASICA DE SAUDE DA FAMILIA PRET SEVERINA G PEREIR,JURIPIRANGA
2042,2608677,UNIDADE BASICA PSF II,JURIPIRANGA
2043,6433332,LABORATORIO DE ANALISES CLINICAS LUCIENE C GOMES,JURIPIRANGA
2044,6432204,UNIDADE MISTA DE SAUDE TEONAS DA CUNHA CAVALCANTE,JURIPIRANGA
2045,6413048,POLICLINICA MUNICIPAL DE JURIPIRANGA,JURIPIRANGA
2046,7332459,CENTRO DE REABILITACAO MUNICIPAL DE JURIPIRANGA,JURIPIRANGA
2047,7661673,CAPS I DOCE LAR,JURU
2048,7434464,CENTRAL DE REGULACAO DE JURU,JURU
2049,7506317,PSF V UNIDADE BASICA DE SAUDE DA FAMILIA ZONA URBANA,JURU
2050,6443508,SECRETARIA MUNICIPAL DE SAUDE DE JURU,JURU
2051,2321564,PSF II VILA DALMOPOLIS,JURU
2052,2321580,PSF I DONA SANTA BENTO,JURU
2053,7683421,ACADEMIA DA SAUDE DE JURU PB,JURU
2054,7705158,FARMACIA BASICA DE JURU PB,JURU
2055,2321572,HOSPITAL E MATERNIDADE ISAURA PIRES DO CARMO,JURU
2056,2757907,PSF III EVANGELINO COSTA DE MEDEIROS,JURU
2057,2605031,UNIDADE DE VIGILANCIA SANITARIA,JURU
2058,2815354,PSF IV CATOLE,JURU
2059,7284276,NASF II JURU,JURU
2060,9265023,VIGILANCIA SANITARIA,LAGOA
2061,7827296,CENTRO DE ESPECIALIDADES ODONTOLOGICAS JOSE DE OLIVEIRA MELO,LAGOA
2062,9531602,LABORATORIO MUNICIPAL DE ANALISES OLIVIA LINHARES DO O,LAGOA
2063,2592185,PSF I LAGOA,LAGOA
2064,2613506,MATERNIDADE VIRGINIA MARIA JESUS,LAGOA
2065,9142843,NUCLEO DE APOIO A SAUDE DA FAMILIA NASF III,LAGOA
2066,7680481,LABORATORIO DE PROTESE DENTARIA DE LAGOA,LAGOA
2067,7738382,POLICLINICAS DE ESPECIALIDADES EM SAUDE DE LAGOA,LAGOA
2068,9660658,ACADEMIA DA SAUDE OLIVIA LINHARES DO O,LAGOA
2069,2606380,PSF II CANTINHO,LAGOA
2070,7450141,FARMACIA BASICA DO MUNICIPIO DE LAGOA,LAGOA
2071,7467079,AMIGO DO PEITO LAGOA,LAGOA
2072,6433405,SECRETARIA MUNICIPAL DE SAUDE,LAGOA
2073,9241116,ACADAMIA DA SAUDE DE LAGOA DE DENTRO,LAGOA DE DENTRO
2074,7014287,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA DE LAGOA DE DENTRO,LAGOA DE DENTRO
2075,2613344,HOSPITAL DISTRITAL DE LAGOA DE DENTRO,LAGOA DE DENTRO
2076,9093990,UNIDADE ANCORA DO PSF II CRISTO REI,LAGOA DE DENTRO
2077,9093966,UNIDADE ANCORA DO PSF III SITIO PITOMPAS,LAGOA DE DENTRO
2078,7271328,NUCLEO DE APOIO A SAUDE DA FAMILIA DE LAGOA DE DENTRO NASF,LAGOA DE DENTRO
2079,2591596,UNIDADE SAUDE DA FAMILIA DE BOM JESUS PSF II,LAGOA DE DENTRO
2080,7204027,POSTO DE SAUDE DA VILA GRAVATA,LAGOA DE DENTRO
2081,9093974,UNIDADE ANCORA DO PSF II SITIO CANTO DE PEDRA,LAGOA DE DENTRO
2082,9979646,UNIDADE DE SAUDE DA FAMILIA ESF IV,LAGOA DE DENTRO
2083,2591588,UNIDADE SAUDE DA FAMILIA SANTA CLARA PSF III,LAGOA DE DENTRO
2084,2608693,UNIDADE SAUDE DA FAMILIA VIDA NOVA PSF I,LAGOA DE DENTRO
2085,6431933,SECERTARIA MUNICIPAL DE SAUDE LAGOA DENTRO,LAGOA DE DENTRO
2086,6593852,CENTRO ESPECIALIDADE DE LAGOA DENTRO,LAGOA DE DENTRO
2087,9543457,UNIDADE DE VIGILANCIA AMBIENTAL DE LAGOA SECA,LAGOA SECA
2088,7664672,LABORATORIO MUNICIPAL DE LAGOA SECA,LAGOA SECA
2089,9193995,UBSF PAI DOMINGOS,LAGOA SECA
2090,2592533,UBSF MARIA INACIA LEAL,LAGOA SECA
2091,2607174,UBSF ALVINHO,LAGOA SECA
2092,2607646,UBSF FLORIANO,LAGOA SECA
2093,9543449,UNIDADE DE VIGILANCIA SANITARIA DE LAGOA SECA,LAGOA SECA
2094,9363254,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA EQUIPE II,LAGOA SECA
2095,6414079,SECRETARIA MUNICIPAL DE SAUDE DE LAGOA SECA,LAGOA SECA
2096,9398031,UBSF JURACY PALHANO,LAGOA SECA
2097,9543465,UNIDADE DE VIGILANCIA EPIDEMIOLOGICA DE LAGOA SECA,LAGOA SECA
2098,2607166,UBSF AMARAGI,LAGOA SECA
2099,2592525,UBSF CAMPINOTE,LAGOA SECA
2100,2607638,UBSF VILA FLORESTAL,LAGOA SECA
2101,2607654,UBSF BELA VISTA,LAGOA SECA
2102,6581870,SESST SERVICO DE SAUDE E SEGURANCA DO TRABALHO,LAGOA SECA
2103,7354517,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE LAGOA SECA,LAGOA SECA
2104,5598656,CAPS UMA NOVA HISTORIA,LAGOA SECA
2105,9304746,FARMACIA BASICA MUNICIPAL DE LAGOA SECA,LAGOA SECA
2106,9398023,UBSF CAMPO DO BAHIA,LAGOA SECA
2107,3554899,UBSF MONTE ALEGRE,LAGOA SECA
2108,9543430,LRPD LABORATORIO REGIONAL DE PROTESES,LAGOA SECA
2109,108162,ACADEMIA DA SAUDE JOAO FRANCISCO SOARES,LAGOA SECA
2110,2592517,POLICLINICA MUNICIPAL MANOEL JACOME DE MOURA,LAGOA SECA
2111,2757699,HOSPITAL GERAL MUNICIPAL ANA MARIA COUTINHO RAMALHO,LAGOA SECA
2112,6592570,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA EQUIPE I,LAGOA SECA
2113,3554821,UBSF SAO JOSE,LAGOA SECA
2114,2607611,UBSF CHA DO MARINHO,LAGOA SECA
2115,2606399,POSTO SAUDE DA FAMILIA MARIA ABRANTES FERREIRA,LASTRO
2116,2592266,HOSPITAL E MATERNIDADE NOSSA SENHORA DO CARMO,LASTRO
2117,6706819,POLICLINICA,LASTRO
2118,7208766,POSTO DE SAUDE SITIO BOA ESPERANCA,LASTRO
2119,7208774,POSTO DE SAUDE SITIO JUREMA,LASTRO
2120,7032552,LABORATORIO DE PROTESE DENTARIA,LASTRO
2121,7516207,VISA VIGILANCIA SANITARIA DO LASTRO,LASTRO
2122,6409733,SECRETARIA MUNICIPAL DA SAUDE DE LASTRO,LASTRO
2123,5434521,LABORATORIO DE ANALISES CLINICAS,LASTRO
2124,2607433,MINI POSTO CARREIRA DE PEDRAS,LIVRAMENTO
2125,7916671,ESPACO DE FISIOTERAPIA DE LIVRAMENTO PB,LIVRAMENTO
2126,6900291,SAMU 192 BASE DESCENTRALIZADA DE LIVRAMENTO,LIVRAMENTO
2127,2607182,CENTRO DE SAUDE DE LIVRAMENTO,LIVRAMENTO
2128,2613662,MATERNIDADE BENIGNA VILAR DE CARVALHO,LIVRAMENTO
2129,7638140,NASF II,LIVRAMENTO
2130,7258712,FARMACIA BASICA DE LIVRAMENTO,LIVRAMENTO
2131,7297793,UNIDADE 24 HORAS ODILON VILAR SOBRINHO,LIVRAMENTO
2132,3572102,ESF III DR JOSE DE ANCHIETA VILAR DE QUEIROZ,LIVRAMENTO
2133,9900802,ACADEMIA DE SAUDE INACIO RODRIGUES DE ARAUJO,LIVRAMENTO
2134,6315259,SECRETARIA MUNICIPAL DE SAUDE,LIVRAMENTO
2135,3572099,ESF II BENIGNA VILAR DE CARVALHO,LIVRAMENTO
2136,7224362,VIGILANCIA SANITARIA DE LIVRAMENTO PB,LIVRAMENTO
2137,7177410,LABORATORIO MUNICIPAL DE LIVRAMENTO,LIVRAMENTO
2138,3572110,ESF I DAMIANA CAMPOS BARRETO,LIVRAMENTO
2139,6764517,AMBULATORIO DR JOSE DE ANCHIETA VILAR DE QUEIROZ,LIVRAMENTO
2140,9002456,LABORATORIO DE ANALISES CLINICAS SEVERINO AMARANTE,LOGRADOURO
2141,2591693,UNIDADE DE SAUDE DA FAMILIA PSF I AGRIPINO DA COSTA FRAZAO,LOGRADOURO
2142,6319890,POLICLINICA JOSE ANISIO SOBRINHO,LOGRADOURO
2143,7218591,LABORATORIO DE ANALISES CLINICAS SEVERINO AMARANTE,LOGRADOURO
2144,7218648,VIGILANCIA SANITARIA MUNICIPAL,LOGRADOURO
2145,2591707,POSTO DE SAUDE DO BRAGA ANTONIO SORES DA CRUZ FILHO,LOGRADOURO
2146,7946880,ACADEMIA DE SAUDE MARTA EMILIA DOS SANTOS COSTA,LOGRADOURO
2147,9440313,FARMACIA BASICA MUNICIPAL DE LOGRADOURO,LOGRADOURO
2148,7081200,VIGILANCIA AMBIENTAL,LOGRADOURO
2149,7660359,EXTENSAO DA UNIDADE SAUDE DA FAMILIA PSF I,LOGRADOURO
2150,2758008,UNIDADE DE SAUDE PEDRO FRANCISCO SOARES LOGRADOURO,LOGRADOURO
2151,6386814,SECRETARIA MUNICIPAL DE SAUDE FRANCISCO FERNANDES DA COSTA,LOGRADOURO
2152,7268106,NUCLEO DE APOIO A SAUDE DA FAMILIA DE LOGRADOURO,LOGRADOURO
2153,6948731,NUCLEO DE APOIO A SAUDE DA FAMILIA,LUCENA
2154,9900322,FARMACIA BASICA DO MUNICIPIO DE LUCENA,LUCENA
2155,6767710,VIGILANCIA EM SAUDE,LUCENA
2156,6948030,SAMU 192 BASE DESCENTRALIZADA DE LUCENA PB,LUCENA
2157,5734339,LABORATORIO DE PROTESES DENTARIAS DR JOSE LAVOISIER FEITOSA,LUCENA
2158,5181348,UNIDADE SAUDE FAMILIA I GUIA ANCORA,LUCENA
2159,2592592,UNIDADE MISTA DE LUCENA,LUCENA
2160,2597225,UNIDADE SAUDE FAMILIA VI COSTINHA,LUCENA
2161,7434863,ACADEMIA DE SAUDE BAIRRO NOVO,LUCENA
2162,5181321,UNIDADE SAUDE FAMILIA IV BAIRRO NOVO,LUCENA
2163,9216626,ACADEMIA DE SAUDE DE FAGUNDES,LUCENA
2164,2597217,UNIDADE SAUDE FAMILIA I FAGUNDES,LUCENA
2165,2343037,UNIDADE SAUDE FAMILIA II PONTA DE LUCENA ANCORA,LUCENA
2166,5734355,SECRETARIA MUNICIPAL DE SAUDE DE LUCENA,LUCENA
2167,2343029,UNIDADE SAUDE FAMILIA V ESTIVA,LUCENA
2168,2592606,UNIDADE SAUDE FAMILIA II GAMELEIRA,LUCENA
2169,7426518,USF MARIA ARLETE CLEMENTE III CENTRO,LUCENA
2170,6747248,UNIDADE DE VIGILANCIA EM SAUDE,LUCENA
2171,7560931,VIGILANCIA AMBIENTAL DE MAE DAGUA,'MAE D''AGUA'
2172,9631003,LABORATORIO DE PROTESE DENTARIA DE MAE DAGUA,'MAE D''AGUA'
2173,7443366,ACADEMIA DA SAUDE MAE DAGUA,'MAE D''AGUA'
2174,7179200,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,'MAE D''AGUA'
2175,7256051,FARMACIA BASICA MUNICIPAL,'MAE D''AGUA'
2176,2757850,USF SANTA MARIA GORETE,'MAE D''AGUA'
2177,2757958,USF MAE DAGUA,'MAE D''AGUA'
2178,2321300,UNIDADE AMBULATORIAL ESPECIALIZADA,'MAE D''AGUA'
2179,2757931,UNIDADE BASICA DE SAUDE,'MAE D''AGUA'
2180,6434665,SECRETARIA MUNICIPAL DE SAUDE DE MAE DAGUA,'MAE D''AGUA'
2181,6640788,VIGILANCIA SANITARIA,'MAE D''AGUA'
2182,7375441,EQUIPE MULTI PROFISSIONAL,'MAE D''AGUA'
2183,7651988,ACADEMIA DE SAUDE DE MALTA PB,MALTA
2184,7871821,LABORATORIO MUNICIPAL DE PROTESE DENTARIA DE MALTA PB,MALTA
2185,6706290,LABORATORIO MUNICIPAL DE MALTA PB,MALTA
2186,6432379,SECRETARIA MUNICIPAL DE SAUDE DE MALTA,MALTA
2187,7366124,AMIGO DO PEITO DE MALTA,MALTA
2188,7864779,CENTRO DE ESPECIALIDADES MUNICIPAL DE MALTA,MALTA
2189,2362058,UNIDADE BASICA DE SAUDE VEREADOR MANOEL FARIAS DINIZ,MALTA
2190,6867715,UNIDADE MUNICIPAL DE VIGILANCIA EM SAUDE,MALTA
2191,3166686,UNIDADE BASICA DE SAUDE JOANA MARQUES NEVES,MALTA
2192,2321343,UNIDADE BASICA DE SAUDE DR JOSE MAURICIO DE LIMA CAJUAZ,MALTA
2193,5282748,FARMACIA POPULAR DO BRASIL,MAMANGUAPE
2194,9279628,FARMACIA BASICA DO MUNICIPIO DE MAMANGUAPE,MAMANGUAPE
2195,69159,SERVICO DE ATENCAO DOMICILIAR SAD DE MAMANGUAPE,MAMANGUAPE
2196,2821885,UNIDADE DE SAUDE DA FAMILIA DO ENGENHO NOVO,MAMANGUAPE
2197,2821915,UNIDADE DE SAUDE DA FAMILIA SAO PEDRO E SAO PAULO,MAMANGUAPE
2198,2613522,HOSPITAL E MATERNIDADE M N S ROSARIO,MAMANGUAPE
2199,2606453,UNIDADE DE SAUDE DA FAMILIA ALTO DO CEMITERIO I,MAMANGUAPE
2200,2606461,UNIDADE DE SAUDE DA FAMILIA AREIAL,MAMANGUAPE
2201,2606445,UNIDADE DE SAUDE DA FAMILIA DE PITANGA,MAMANGUAPE
2202,2606402,UNIDADE DE SAUDE DA FAMILIA DE XUA MENDONCA,MAMANGUAPE
2203,2606410,UNIDADE SAUDE FAMILIA DE CAMARATUBA,MAMANGUAPE
2204,9938680,ACADEMIA DA SAUDE POLO BASICO,MAMANGUAPE
2205,3742679,CENTRO DE ESPECIALIDADES ODONTOLOGICA DR RENATO FONSECA,MAMANGUAPE
2206,3769593,CENTRO DE ATENCAO PSICOSSOCIAL DE MAMANGUAPE CAPS,MAMANGUAPE
2207,7305389,UNIDADE DE SAUDE DA FAMILIA CIDADE NOVA,MAMANGUAPE
2208,7305397,UNIDADE DE SAUDE DA FAMILIA AREIAL II,MAMANGUAPE
2209,5113229,UNIDADE ODONTOLOGICA MOVEL,MAMANGUAPE
2210,7654553,CAPS AD III REGIONAL VALE DO MAMANGUAPE,MAMANGUAPE
2211,7666772,HOSPITAL GERAL DE MAMANGUAPE,MAMANGUAPE
2212,2821907,UNIDADE DE SAUDE DA FAMILIA SANTA EDWIRGENS,MAMANGUAPE
2213,2606488,UNIDADE SAUDE DA FAMILIA DE GURGURI CAMPO,MAMANGUAPE
2214,2597349,POSTO DE ASSISTENCIA MEDICA PAM DE MAMANGUAPE,MAMANGUAPE
2215,2606496,UNIDADE DE SAUDE DA FAMILIA PINDOBAL,MAMANGUAPE
2216,2821877,UNIDADE DE SAUDE DA FAMILIA CENTRO CEL LUIZ INACIO,MAMANGUAPE
2217,2606429,UNIDADE DE SAUDE DA FAMILIA DE SERTAOZINHO,MAMANGUAPE
2218,2821893,UNIDADE DE SAUDE DA FAMILIA JOAO PEREIRA,MAMANGUAPE
2219,2356856,UNIDADE SAUDE FAMILIA CENTRO JOAO XXIII,MAMANGUAPE
2220,2606437,UNIDADE SAUDE FAMILIA ODONTOMEDICO,MAMANGUAPE
2221,6389082,SECRETARIA MUNICIPAL DE SAUDE DE MAMANGUAPE,MAMANGUAPE
2222,2356848,UNIDADE DE SAUDE DA FAMILIA PLANALTO,MAMANGUAPE
2223,7173814,SAMU 192 USA,MAMANGUAPE
2224,7176295,SAMU 192 USB,MAMANGUAPE
2225,2321629,CENTRO DE SAUDE DE MANAIRA,MANAIRA
2226,6870333,SAMU 192 MANAIRA,MANAIRA
2227,6870341,CENTRAL DE REGULACAO DE MANAIRA,MANAIRA
2228,6874819,UNID VIGILANCIA SANITARIA DE MANAIRA,MANAIRA
2229,6235662,UNIDADE MOVEL,MANAIRA
2230,3091015,UBS ADAILTON DINIZ SIMAO,MANAIRA
2231,3091023,UBS DR SEVERIANO DOS SANTOS DINIZ,MANAIRA
2232,3312909,UBS JOAO SANTANA DA SILVA,MANAIRA
2233,6432247,SECRETARIA MUNICIPAL DE SAUDE DE MANAIRA,MANAIRA
2234,7669836,NASF DE MANAIRA PB,MANAIRA
2235,9481095,ACADEMIA DE SAUDE DE MANAIRA,MANAIRA
2236,2321610,UBS FRANCISCO DINO,MANAIRA
2237,9294074,LABORATORIO DE PROTESE DENTARIA DE MARCACAO,MARCACAO
2238,9523510,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA,MARCACAO
2239,9319530,ULTRALAB JOANA DA ROCHA SILVA,MARCACAO
2240,7636369,POLO BASE INDIGENA DE MARCACAO,MARCACAO
2241,6426514,SECRETARIA MUNICIPAL DE SAUDE,MARCACAO
2242,9405593,ACADEMIA DE SAUDE DE MARCACAO,MARCACAO
2243,9405607,FARMACIA BASICA DE SAUDE DE MARCACAO,MARCACAO
2244,7041284,VIGILANCIA SANITARIA DO MUNICIPIO DE MARCACAO,MARCACAO
2245,2592762,UNIDADE BASICA DE SAUDE MARIA AUXILIADORA DA SILVA ARAUJO,MARCACAO
2246,7965796,UNIDADE BASICA DE SAUDE SEVERINA DE OLIVEIRA SILVA,MARCACAO
2247,2592770,UBS INDIGENA CAMURUPIM,MARCACAO
2248,2592789,UBS INDIGENA ESTIVA VELHA,MARCACAO
2249,2342782,CENTRO DE SAUDE CONEGO CORNELIO DE FARIAS BELO,MARI
2250,7780877,FARMACIA BASICA DE SAUDE DE MARI,MARI
2251,9766448,POLO DE ACADEMIA DE SAUDE SILVINO COSTA,MARI
2252,6425410,SECRETARIA MUNICIPAL DE SAUDE DE MARI,MARI
2253,5786797,CENTRO DE ATENCAO PSICOSSOCIAL DE MARI CAPS I,MARI
2254,5868866,UNIDADE DE SAUDE DA FAMILIA BARRO VERMELHO,MARI
2255,6690688,UNIDADE MISTA DE MARI,MARI
2256,9502416,CENTRO ESPECIALIZADO DE ATENCAO A SAUDE,MARI
2257,9433767,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE MARI,MARI
2258,6963005,CENTRO DE REABILITACAO DE MARI,MARI
2259,6979947,UNIDADE BASICA DE SAUDE TIRADENTES,MARI
2260,2342480,CENTRO DE SAUDE DE MARI,MARI
2261,2342774,POSTO DE SAUDE TAUMATA,MARI
2262,2343045,POSTO DE SAUDE DE ALFAVACA,MARI
2263,2343428,UNIDADE DE SAUDE DA FAMILIA PASTO NOVO,MARI
2264,2757869,POSTO DE SAUDE SANTA JULIA PSF VIII,MARI
2265,9388400,UNIDADE BASICA DE SAUDE NOVO MARI,MARI
2266,7454368,UNIDADE ANCORA ASSENTAMENTO ZUMBI DOS PALMARES,MARI
2267,6005446,NUCLEO DE APOIO AO SAUDE DA FAMILIA DE MARI NASF I,MARI
2268,5891337,DEPARTAMENTO DA VIGILANCIA SANITARIA DE MARI,MARI
2269,7484933,POLO DE ACADEMIA DA SAUDE DE MARI,MARI
2270,2342766,POSTO DE SAUDE DE PIRPIRI,MARI
2271,2342979,UNIDADE DE SAUDE DA FAMILIA PROCANOR,MARI
2272,2343401,UNIDADE DE SAUDE DA FAMILIA FRANCISCO FAUSTINO,MARI
2273,2757877,POSTO DE SAUDE SILVINO COSTA PSFVII,MARI
2274,9156658,LABORATORIO DE ANALISES CLINICAS DE MARIZOPOLIS,MARIZOPOLIS
2275,7525583,DEVISAM,MARIZOPOLIS
2276,6295339,UBS III LUIZ PEIXOTO DA SILVA,MARIZOPOLIS
2277,6560539,PMM THEREZA ARAUJO DOS SANTOS,MARIZOPOLIS
2278,2357275,UBS I JOSE ALCIR VITALINO,MARIZOPOLIS
2279,9828516,POLO ACADEMIA DA SAUDE MANOEL MARIANO NETO,MARIZOPOLIS
2280,6387586,SMS MARIZOPOLIS,MARIZOPOLIS
2281,6510159,LABORATORIO DE PROTESE DENTARIA DE MARIZOPOLIS,MARIZOPOLIS
2282,2606518,UBS II JOSE CASIMIRO GOMES,MARIZOPOLIS
2283,7303440,NASF II FRANCISCO RUFINO DE CARVALHO,MARIZOPOLIS
2284,7405537,CEO I FRANCISCO AFONSO DE CARVALHO,MARIZOPOLIS
2285,9983007,UNIDADE DE VIGILANCIA EM SAUDE,MASSARANDUBA
2286,2607719,GRUPO ESCOLAR MARIA ZECA SOUZA,MASSARANDUBA
2287,6424562,SECRETARIA MUNICIPAL DE SAUDE,MASSARANDUBA
2288,5041619,UBS V ADERBAL GOMES DA SILVA,MASSARANDUBA
2289,2613611,HOSPITAL E MAT MUNICIPAL SANTA TEREZINHA,MASSARANDUBA
2290,6562825,NASF JOSE GUEDES DE MORAES GALIAO,MASSARANDUBA
2291,6567452,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,MASSARANDUBA
2292,6662730,LABORATORIO DE ANALISES CLINICAS MUNICIPAL,MASSARANDUBA
2293,6567584,POLICINICA MUNICIPAL SANTA TEREZINHA,MASSARANDUBA
2294,7739966,UBS VI CLOVIS AGRA DE MELO,MASSARANDUBA
2295,2607735,POSTO DE SAUDE CACHOEIRA DO GAMA,MASSARANDUBA
2296,2607204,UBS II FRANCISCO ROBERTO DE SOUZA,MASSARANDUBA
2297,2806045,UBS IV JOAO SOARES DE LIMA,MASSARANDUBA
2298,6650147,CLINICA DE FISIOTERAPIA,MASSARANDUBA
2299,2607190,UBS I INES RODRIGUES DA SILVA,MASSARANDUBA
2300,6472052,LABORATORIO DE PROTESES DENTARIAS MARIA BENICIO DE ARAUJO,MASSARANDUBA
2301,2607727,CENTRO DE SAUDE FRANCISCO ROBERTO SOUSA,MASSARANDUBA
2302,2607212,UBS III CACHOEIRA DO GAMA,MASSARANDUBA
2303,9157115,ACADEMIA DA SAUDE DE MATARACA,MATARACA
2304,2357666,UBS II JURANDIR ALVES DE ARAUJO,MATARACA
2305,6443591,UNIDADE MISTA DE SAUDE BOM JESUS,MATARACA
2306,6514103,LABORATORIO DE PROTESES DENTARIAS DE MATARACA,MATARACA
2307,7680457,CAPS INFANTO JUVENIL DE MATARACA,MATARACA
2308,9747664,POSTO ANCORA SITIO URUBA,MATARACA
2309,6406947,UBS III OLIMPIO ARNALDO DE ALENCAR,MATARACA
2310,6662196,POSTO ANCORA ALZENIRA SOARES DE AVELAR,MATARACA
2311,6662226,UNIDADE BASICA DE SAUDE RENATO HERMINIO BATISTA,MATARACA
2312,6290752,SECRETARIA MUNICIPAL DE SAUDE,MATARACA
2313,7184832,UNIDADE DE SUPORTE BASICO DO SAMU 192 DE MATARACA,MATARACA
2314,2357674,UBS I JOSE TAVARES BEZERRA,MATARACA
2315,6419941,CENTRAL DE MARCACAO DE CONSULTAS E EXAMES,MATINHAS
2316,9574662,FARMACIA BASICA MUNICIPAL,MATINHAS
2317,6594441,UNIDADE MUNICIPAL DE FISIOTERAPIA DE MATINHAS,MATINHAS
2318,6562809,LABORATORIO MUNICIPAL DE MATINHAS,MATINHAS
2319,3090558,UNIDADE BASICA DE SAUDE PSF II,MATINHAS
2320,2612984,UNIDADE BASICA DE SAUDE PSF I,MATINHAS
2321,9574670,UNIDADE DE VIGILANCIA EM SAUDE,MATINHAS
2322,6419933,SECRETARIA MUNICIPAL DE SAUDE DE MATINHAS,MATINHAS
2323,6378048,CENTRO DE SAUDE DE MATINHAS,MATINHAS
2324,6320155,CENTRO DE SAUDE DE MATINHAS,MATINHAS
2325,7414692,NASF,MATINHAS
2326,9897208,FARMACIA BASICA DO MUNICIPIO DE MATO,MATO GROSSO
2327,9895787,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,MATO GROSSO
2328,7499051,NASF III MATO GROSSO,MATO GROSSO
2329,6461824,SECRETARIA MUNICIPAL DE SAUDE,MATO GROSSO
2330,7355270,CENTRO DE SAUDE JACINTA DOCIANA DA SILVA,MATO GROSSO
2331,2606526,PSF DE MATO GROSSO,MATO GROSSO
2332,7418337,VIGILANCIA SANITARIA MUNICIPAL,MATO GROSSO
2333,6432921,SECRETARIA MUNICIPAL DE SAUDE,MATUREIA
2334,6933165,POLICLINICA DE MATUREIA,MATUREIA
2335,2321157,ESTRATEGIA SAUDE DA FAMILIA MARIA BATISTA MARQUES,MATUREIA
2336,9273271,POLO DE ACADEMIA DE SAUDE DE MATUREIA,MATUREIA
2337,9870237,POSTO 1,MATUREIA
2338,7712588,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA,MATUREIA
2339,9853790,ESTRATEGIA SAUDE DA FAMILIA DAVID MAIA SILVINO,MATUREIA
2340,7460724,FARMACIA BASICA DE MATUREIA,MATUREIA
2341,7460775,AMIGO DO PEITO DE MATUREIA,MATUREIA
2342,7476949,VIGILANCIA SANITARIA DE MATUREIA,MATUREIA
2343,2362015,ESTRATEGIA SAUDE DA FAMILIA DR ESDRAS GUEDES,MATUREIA
2344,2608715,USF VI FRANCISCO CANDIDO DA SILVA,MOGEIRO
2345,6974600,BASE DESCENTRALIZADA 192 SAMU MOGEIRO,MOGEIRO
2346,7626096,USF 7 SITIO CABRAL,MOGEIRO
2347,2341344,USF I MARIA DA GLORIA ALVES DA SILVA,MOGEIRO
2348,2363747,USF IV JOSEFA VICENCIA DA CONCEICAO,MOGEIRO
2349,2363763,USF III MARIA DO SOCORRO DA SILVA,MOGEIRO
2350,7983565,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE MOGEIRO,MOGEIRO
2351,6746934,SERVICO DE VIGILANCIA SANITARIA,MOGEIRO
2352,6397506,SECRETARIA MUNICIPAL DE SAUDE DE MOGEIRO,MOGEIRO
2353,7172257,LABORATORIO DE ANALISES CLINICAS DE MOGEIRO,MOGEIRO
2354,7172303,POLICLINICA MUNICIPAL DE MOGEIRO,MOGEIRO
2355,7172370,LABORATORIO DE PROTESE DENTARIA DE MOGEIRO,MOGEIRO
2356,7195451,NASF MOGEIRO,MOGEIRO
2357,7168616,CENTRAL DE REGULACAO MUNICIPAL,MOGEIRO
2358,2363720,UNIDADE MISTA DE SAUDE MARIA HERMINIA DA SILVEIRA,MOGEIRO
2359,2363739,USF II TEREZINHA BENICIO DA COSTA,MOGEIRO
2360,2363755,USF V JOSE PINTO DA SILVA,MOGEIRO
2361,2607239,UNIDADE BASICA DE SAUDE PEREIRA DE SOUZA,MONTADAS
2362,2356783,LABORATORIO MUNICIPAL DE MONTADAS,MONTADAS
2363,2607220,UBS ANCORA DE MANGUAPE,MONTADAS
2364,7503784,UBSF JOSEFA TAVARES DA COSTA,MONTADAS
2365,6418066,SECRETARIA MUNICIPAL DE SAUDE DE MONTADAS,MONTADAS
2366,7408528,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,MONTADAS
2367,7091885,POLICLINICA MUNICIPAL DE MONTADAS,MONTADAS
2368,2342367,UBSF SEVERINA ARAUJO SOUZA,MONTADAS
2369,2607247,UBSF PAULO DE SOUZA,MONTADAS
2370,9220607,CAPS LUIZ COSTA BRASIL,MONTADAS
2371,7465777,VIGILANCIA EM SAUDE,MONTADAS
2372,6504736,LABORATORIO DE PROTESES DENTARIAS,MONTADAS
